"attrib_name","TCGA.3H.AB3K","TCGA.3H.AB3L","TCGA.3H.AB3M","TCGA.3H.AB3O","TCGA.3H.AB3S","TCGA.3H.AB3T","TCGA.3H.AB3U","TCGA.3H.AB3X","TCGA.3U.A98D","TCGA.3U.A98E","TCGA.3U.A98F","TCGA.3U.A98G","TCGA.3U.A98H","TCGA.3U.A98I","TCGA.3U.A98J","TCGA.LK.A4NW","TCGA.LK.A4NY","TCGA.LK.A4NZ","TCGA.LK.A4O0","TCGA.LK.A4O2","TCGA.LK.A4O4","TCGA.LK.A4O5","TCGA.LK.A4O6","TCGA.LK.A4O7","TCGA.MQ.A4KX","TCGA.MQ.A4LC","TCGA.MQ.A4LI","TCGA.MQ.A4LJ","TCGA.MQ.A4LM","TCGA.MQ.A4LP","TCGA.MQ.A4LV","TCGA.MQ.A6BL","TCGA.MQ.A6BN","TCGA.MQ.A6BQ","TCGA.MQ.A6BR","TCGA.MQ.A6BS","TCGA.NQ.A57I","TCGA.NQ.A638","TCGA.SC.A6LM","TCGA.SC.A6LN","TCGA.SC.A6LP","TCGA.SC.A6LQ","TCGA.SC.A6LR","TCGA.SC.AA5Z","TCGA.SH.A7BC","TCGA.SH.A7BD","TCGA.SH.A7BH","TCGA.SH.A9CT","TCGA.SH.A9CU","TCGA.TS.A7OU","TCGA.TS.A7OY","TCGA.TS.A7OZ","TCGA.TS.A7P0","TCGA.TS.A7P1","TCGA.TS.A7P3","TCGA.TS.A7P6","TCGA.TS.A7P7","TCGA.TS.A7P8","TCGA.TS.A7PB","TCGA.TS.A8AF","TCGA.TS.A8AI","TCGA.TS.A8AS","TCGA.TS.A8AV","TCGA.TS.A8AY","TCGA.UD.AABY","TCGA.UD.AABZ","TCGA.UD.AAC1","TCGA.UD.AAC4","TCGA.UD.AAC5","TCGA.UD.AAC6","TCGA.UD.AAC7","TCGA.UT.A88C","TCGA.UT.A88D","TCGA.UT.A88E","TCGA.UT.A88G","TCGA.UT.A97Y","TCGA.XT.AASU","TCGA.YS.A95B","TCGA.YS.A95C","TCGA.YS.AA4M","TCGA.ZN.A9VO","TCGA.ZN.A9VP","TCGA.ZN.A9VQ","TCGA.ZN.A9VS","TCGA.ZN.A9VU","TCGA.ZN.A9VV","TCGA.ZN.A9VW"
"A1BG",6.2508,5.0232,8.0151,6.5719,5.277,5.5899,3.9926,6.8268,7.5134,4.1398,3.4793,7.9146,6.0908,7.0785,8.4372,5.8638,8.5979,3.7682,8.6634,6.0747,7.0064,6.0819,8.1917,5.7297,4.201,4.0966,8.4296,7.4255,7.9972,9.2153,5.6174,6.7668,6.3485,4.4099,8.7572,4.1139,5.8471,7.1353,5.7886,9.6096,9.6265,4.8799,5.7823,5.84,6.6533,5.7014,9.8797,6.5748,9.0771,5.6609,7.2524,6.1881,9.0574,4.5212,6.4853,7.9639,6.5765,7.885,5.4519,5.5879,5.5231,4.6813,6.8518,7.5896,6.7246,5.8897,8.511,4.4599,5.2752,6.7941,5.0763,4.0443,6.1513,3.3319,7.8016,8.1758,4.9131,5.6239,4.669,5.5965,5.1675,8.7446,5.3958,4.935,3.8055,4.6924,5.1109
"ABCA6",6.1273,4.3067,8.7316,7.494,6.9306,4.3208,9.0182,9.515,8.8168,4.9052,10.8228,7.0254,7.8762,9.8288,9.0052,7.8229,8.6746,7.6902,4.2386,5.0666,7.569,6.066,7.2442,8.5895,7.6797,6.1906,9.2932,8.0443,5.7971,6.7416,5.0383,6.7784,4.4011,5.6597,9.305,7.5184,4.9401,11.7669,5.2402,6.1859,6.7104,6.4359,9.785,7.3689,7.9575,4.1043,3.2717,8.1483,10.0387,5.4235,8.7357,7.6838,9.6701,4.0374,9.0181,8.5907,6.5648,9.1907,7.2731,6.7385,5.2154,7.8291,8.2015,8.7707,7.6409,3.3886,7.9984,6.6602,6.9512,8.2673,8.5132,9.6934,8.7325,6.5092,3.9666,6.5175,7.7897,6.0104,9.991,7.1656,6.1834,6.1541,8.7313,4.9555,6.9402,4.1595,7.5245
"ABCA8",7.8241,4.2752,8.9132,6.0183,7.5655,1.9177,8.8684,11.5416,10.0969,8.2457,8.7591,6.4658,6.2531,10.0853,11.3309,9.1336,10.0445,8.6835,5.6996,5.6478,9.4847,9.5654,8.056,10.3183,9.4919,9.8858,9.8456,11.5179,5.5666,7.981,7.0649,4.6221,7.4299,9.5997,7.0787,8.4387,6.4808,11.6053,7.4171,9.5781,5.9006,7.0721,12.151,7.6723,8.6172,5.7538,9.2039,10.1462,9.9905,7.5738,8.346,8.2143,10.9587,5.2087,8.9749,9.0649,9.3163,8.7818,8.2426,8.864,3.2068,10.1721,6.2204,11.0655,7.5216,7.5912,8.8962,10.1212,9.5785,6.8147,8.387,9.4522,10.7353,9.7786,7.8614,5.5505,9.7336,9.9065,10.912,8.1928,5.612,7.6472,11.8032,8.8851,6.7689,8.5978,9.6621
"ABCA9",4.8298,4.1764,6.3409,7.0017,7.1729,2.9901,7.6231,5.9717,4.7897,5.0756,9.608,4.6342,7.1858,5.7638,6.683,6.1992,6.2603,7.2626,2.9721,3.9798,6.5344,5.2572,6.1299,7.2891,8.4335,5.969,4.8354,5.2807,4.6566,6.0007,4.2813,4.5328,3.8955,5.3084,8.4898,7.4488,4.1221,7.1525,8.1797,4.7539,5.6193,6.0308,7.2082,6.0538,6.0599,2.7241,4.5553,5.8961,9.2361,4.4372,6.4684,7.7195,6.161,3.9958,7.8051,4.8461,4.5455,8.3321,6.4762,5.7409,4.4903,8.3844,7.1808,6.9219,6.5458,4.0694,5.289,5.7321,5.1295,7.0332,5.0944,9.4221,7.6537,5.6558,3.502,5.4433,6.4262,3.4281,7.3261,7.3048,4.2694,6.1899,8.9916,3.8272,6.9536,7.4671,5.1844
"ABCB1",8.815,6.954,7.5159,8.4096,4.4148,5.4614,6.1281,8.5846,7.6758,4.489,4.5152,6.8286,6.9784,5.3259,6.7734,7.2705,7.3315,9.964,5.2294,3.8747,6.0277,5.4091,7.8605,7.8133,7.1272,8.7565,6.6849,7.059,4.1228,6.1729,5.6928,7.1423,6.852,7.5597,9.7126,4.8253,5.5935,5.2929,6.1785,9.1458,5.0334,6.7678,10.1032,8.6722,7.1046,6.04,8.7174,10.6333,5.4274,10.8785,7.2272,6.3997,8.5474,4.2649,7.0894,6.6128,6.365,8.6125,6.9348,6.7822,8.3832,10.7905,8.0066,10.0516,6.8199,7.3681,4.0102,6.7855,6.0637,4.8951,4.774,7.6626,7.3821,4.2947,6.3176,7.006,7.0344,9.4602,8.7209,7.8199,8.0757,5.4863,4.8144,6.7719,12.7082,6.9718,7.2669
"ABCC9",5.469,4.7112,5.5335,7.2619,7.0049,5.6856,6.1843,7.1793,6.0858,4.0953,10.0327,9.6171,7.2436,8.5065,5.7999,7.9425,7.4466,7.1613,5.3951,6.1686,8.8746,5.2817,8.0041,7.0166,6.9876,5.8347,6.2648,9.6571,6.6251,7.1772,4.4007,5.2447,3.8266,6.3186,6.6966,6.1894,8.2229,4.114,4.3176,6.5039,5.2694,6.1973,5.0107,10.457,7.3602,2.5812,4.6074,10.5433,6.399,4.9865,7.7865,8.1206,7.2783,5.5192,9.8267,7.3987,6.4109,8.7948,5.3848,6.8088,7.9331,7.4471,8.337,6.3881,8.7707,3.9269,5.0766,5.5385,6.9072,5.7214,5.415,7.3747,8.0293,4.0518,7.2197,8.6452,8.2549,7.2897,6.2963,7.3158,5.4034,6.8956,7.8927,6.3572,5.4517,4.6028,6.2924
"ABI3BP",7.3824,8.4786,9.4261,13.9285,8.7362,10.4657,9.23,9.1527,12.3671,8.5253,8.7074,11.8441,10.9866,9.5203,9.8918,9.0646,9.8674,8.5746,12.6846,10.1581,10.7001,10.9221,11.0614,10.0424,9.0735,6.764,11.8141,11.8179,10.585,9.6505,9.3953,9.2464,7.113,7.4254,9.3358,7.7418,9.0512,9.559,7.0439,7.855,11.4313,7.8834,10.9129,10.8227,11.9265,5.8189,5.9246,9.6912,9.865,4.8454,9.8108,10.7217,12.2378,8.8304,10.8952,9.9406,13.0587,9.5885,7.1722,8.244,8.5809,9.6595,10.6932,12.0684,11.6532,5.9856,9.8207,6.672,7.9329,7.6847,10.9368,9.262,10.8172,11.7952,12.4398,8.9976,9.3589,11.0466,7.7955,12.0179,9.1714,7.2747,11.5674,6.6333,7.006,8.7696,9.9546
"ABLIM2",10.5352,8.3878,9.6427,7.5249,9.4484,8.7978,10.1404,8.5319,7.539,9.45,5.7046,6.8649,11.0425,6.7142,8.9285,9.2842,8.9575,10.9332,8.8765,10.2651,7.363,10.329,9.0013,9.3905,9.9497,10.2541,9.6781,10.3144,6.1455,7.5189,8.5343,8.5642,10.7501,10.5534,8.6069,8.5537,4.3326,7.8958,6.5557,7.0633,5.5062,9.0716,8.8212,9.8454,8.4326,11.639,3.3956,10.3919,9.7218,10.8066,8.4313,9.1577,7.7416,10.6776,8.1352,9.4844,6.4984,7.7539,10.0744,8.9016,8.7098,10.5362,6.7819,8.7693,8.3573,8.7417,11.3888,9.7186,7.5911,7.8805,8.9699,9.6641,8.8104,7.9831,8.056,7.7684,7.1155,9.3844,9.6386,7.6678,10.3652,9.1431,8.323,10.162,9.9847,7.9189,7.8432
"ACAN",3.3429,4.3972,2.963,5.8579,5.7431,7.1891,2.4219,2.6382,7.8217,1.0516,6.3407,11.9026,5.7995,8.6507,3.116,9.0538,6.557,4.5349,6.2248,6.9885,3.2073,3.1966,8.1225,3.1292,3.3897,1.9894,4.9122,5.4162,6.7237,8.9238,6.4965,5.4041,3.5976,2.8565,5.7391,3.4056,8.722,4.0461,4.7822,7.2673,6.7534,7.8438,4.4885,7.8679,6.798,3.9383,9.1099,6.5803,4.8814,2.9058,6.293,8.0336,4.073,4.4613,10.0488,5.0655,5.5475,6.4842,2.3157,6.4446,8.0311,3.2332,9.4913,3.7548,7.5463,6.3768,5.1805,5.4449,5.478,5.2185,3.6898,3.3754,6.0331,1.8722,7.5986,8.9928,7.6039,7.7231,3.256,6.6373,4.1257,4.4607,6.4777,5.4517,2.2685,6.4817,5.5288
"ACHE",4.1758,5.4212,5.3318,7.7987,4.3105,7.732,3.447,7.0714,5.6893,3.9017,7.9461,4.9696,4.6955,3.8413,5.4578,3.6508,5.6258,4.6171,8.0805,8.8264,8.6386,6.2994,6.3949,6.0938,5.0872,3.0099,6.6849,4.3018,7.0707,7.2872,8.9274,7.857,4.6997,4.4892,6.3432,3.5306,6.1084,5.1055,5.1106,6.7453,4.5701,4.0871,2.8199,4.5217,8.1316,5.3532,6.1698,6.8094,6.9821,2.3597,6.1598,7.5976,7.5839,6.1611,3.9709,6.2815,5.4098,6.8441,4.693,8.1198,5.3607,4.2698,8.7168,4.8588,4.9344,6.6392,8.2384,2.7743,3.0771,3.9428,6.0079,4.586,7.1736,3.949,7.0567,3.4684,7.7949,4.8285,3.5846,6.739,9.0983,6.6985,6.7404,3.6292,3.2901,5.4456,5.4956
"ACOX2",7.6066,7.2736,7.8182,4.6364,6.5038,3.4837,8.8842,8.6475,6.869,8.4805,7.4265,7.7222,6.7865,6.5999,8.7274,6.7088,8.6397,7.5368,4.5274,5.5714,6.4554,7.3376,8.1467,6.6572,8.2783,8.4329,8.8617,9.0298,3.0687,7.3263,4.3422,2.8872,7.2377,8.3896,8.3085,8.6044,8.1294,9.0848,5.5208,7.8697,3.3958,6.3953,9.0768,6.9174,7.6256,7.3651,2.9867,8.1342,9.0876,8.1726,7.3007,8.187,8.8528,5.3804,7.6066,7.5519,3.6677,6.6718,6.7932,6.3463,6.2713,7.8353,5.1891,8.4659,8.4386,6.2022,6.0955,6.8125,6.1739,7.2394,5.8887,6.5858,8.3653,2.4754,7.624,6.9549,4.8939,7.9306,8.8602,4.7683,8.3395,7.7852,8.7441,5.9744,8.0717,8.181,5.5288
"ACP5",12.9612,8.3372,5.8679,10.8712,6.406,9.3801,7.2056,10.5303,6.5299,8.6842,8.2755,9.514,7.4676,8.3658,9.2706,8.9448,8.5294,8.8038,9.8329,8.3895,12.9603,9.6245,7.3311,6.2254,10.0413,7.7916,6.9011,9.6217,13.2683,9.9491,9.4663,10.0982,8.3138,9.712,8.1257,6.9523,7.0519,9.4711,10.6058,9.424,7.2462,7.9053,6.1294,9.1961,8.1416,8.6829,10.104,8.5409,7.3187,8.8204,12.3964,9.1577,9.5464,8.5573,7.1277,9.6367,5.2168,10.352,9.8871,7.7149,7.1717,8.0999,11.2814,8.7022,13.3255,9.8453,7.5106,6.9649,7.4492,9.4963,8.9711,8.5696,9.1819,7.025,8.834,7.3003,7.6817,8.338,7.85,9.3154,9.0262,8.4524,7.8404,7.7409,7.3976,8.6933,9.107
"ACSS3",6.7263,6.061,8.506,4.986,4.1586,3.1491,8.3038,8.9775,6.27,9.307,5.4579,7.0012,8.6246,8.676,8.3314,8.3819,9.4383,8.5382,5.567,5.5142,7.8175,7.5385,7.4589,8.3952,8.3319,7.636,8.2056,8.8566,4.0171,8.4256,3.1643,4.0661,7.3152,6.9069,9.2846,5.3683,5.42,8.2509,2.2594,7.7733,5.1238,6.865,8.7882,8.4017,7.628,6.5328,2.6311,9.1791,8.3978,3.9782,7.4526,7.5154,7.9722,3.9529,8.5708,8.1732,7.6932,8.429,7.0956,7.0058,6.362,7.4953,6.8964,9.2919,7.15,6.3491,8.5845,7.7871,7.2112,7.877,4.1705,8.8866,6.7407,8.4525,7.7154,6.6195,5.7354,8.5113,10.1186,5.6973,5.9559,6.6415,4.3405,9.7806,8.694,3.4115,2.8684
"ACTG2",4.8604,5.874,3.2185,7.9766,9.7545,7.9557,2.7109,1.945,7.9447,2.0767,7.0208,12.0453,6.9343,10.7341,3.9844,7.774,6.3631,8.0787,6.5162,5.6897,8.349,7.4252,10.0065,5.4935,2.6575,1.3134,5.4471,6.4771,10.6906,8.9944,9.1994,5.2633,8.2625,4.5862,9.0408,2.124,7.1265,6.5564,6.8134,8.4555,7.553,7.2757,6.3267,8.2673,5.2512,7.2219,7.1422,8.8247,4.7051,4.6557,7.5266,8.7827,5.9237,4.9715,8.7142,6.5686,10.6857,9.0063,4.4189,8.1699,11.4643,6.3674,11.19,5.0208,8.5218,4.1991,5.9707,7.3661,7.5467,4.6194,5.2952,2.3958,7.7913,4.2377,4.9995,9.9224,11.317,9.9586,4.5979,6.961,7.2791,5.7124,7.1372,8.4245,1.5406,6.2271,2.0536
"ADAM11",6.2009,5.9949,7.0855,3.7725,5.3806,4.5085,6.3891,5.2679,3.3574,6.3289,9.6702,3.8799,6.1796,3.9281,4.0303,6.8928,6.5804,7.2626,4.479,8.0345,2.431,7.6946,8.2946,6.8275,5.3242,5.8158,4.3011,5.9995,5.6036,5.52,7.1268,2.6812,6.9605,4.3304,3.5213,6.0076,3.3202,3.7373,6.37,5.7898,4.1646,5.209,2.3775,2.6447,5.5704,6.9439,4.6074,4.3372,5.5156,4.9317,4.1365,7.9339,5.7159,6.2873,6.5636,5.3425,8.0526,5.4519,6.1623,7.1872,5.0538,5.4596,3.2712,4.0458,6.4705,7.6604,5.7855,7.6228,5.4951,6.6176,5.415,6.783,5.4841,5.6774,7.7418,5.6503,6.1463,5.1364,5.5863,5.0225,6.8559,3.1779,7.4838,4.1565,4.7933,8.1446,7.2734
"ADAM12",9.1638,7.9581,9.0684,7.9822,11.1278,10.4196,6.5624,5.6958,8.0402,5.607,9.3347,14.0975,9.714,12.1758,6.2217,10.0579,7.1342,7.2711,13.2311,8.3558,5.7174,8.7393,10.9925,9.3541,7.2723,5.556,6.0665,8.009,13.2408,8.5017,9.4884,5.8845,8.6666,6.0898,9.4342,5.812,10.5779,6.0843,8.3109,9.1506,11.4349,7.9409,6.9,11.0438,10.414,5.941,7.2852,9.4484,6.1184,9.1671,10.5489,9.2853,7.2225,7.6308,11.7489,10.1643,11.9187,9.0956,7.1471,9.7398,11.2886,7.2782,11.4524,7.0634,13.0702,7.7264,7.483,8.7934,9.9402,8.5278,7.3259,7.4328,10.0195,8.9294,8.4318,11.6146,10.6456,11.9433,4.8013,9.7367,8.7295,7.6536,11.3372,6.8983,7.2678,3.2982,11.3212
"ADAM33",7.0388,6.4543,9.1538,5.5482,9.1217,8.8826,7.9054,7.8334,9.3234,8.0589,9.4622,9.1011,7.3718,7.416,8.6236,6.4741,9.3878,6.7466,6.4612,5.5488,6.1665,8.8758,10.1347,7.6501,8.565,6.8242,8.6632,8.3465,6.7894,8.8457,10.2159,9.0035,4.5367,6.3326,5.0431,6.4198,5.2963,6.5042,4.4305,8.4139,9.7903,7.238,6.3842,6.361,7.2035,8.8363,10.1355,7.3004,9.8332,7.5422,8.1352,10.5854,9,6.9638,8.8212,9.089,10.1539,8.7916,6.8125,6.6887,6.3109,8.8889,7.0313,5.2341,9.1957,8.0863,3.1492,7.6541,7.2938,7.7361,7.9072,8.4199,8.0958,5.1223,11.7381,7.2467,9.4896,6.4583,8.6128,9.9174,6.5245,5.3973,7.7354,4.362,7.7531,10.2671,8.8373
"ADAM6",13.1628,14.918,11.2632,16.8987,13.0112,14.7795,12.7099,15.9451,8.0795,16.8122,11.0402,12.26,18.3089,10.7478,16.7771,13.9762,13.4558,17.3197,15.5038,10.4581,17.2386,14.3355,14.3023,14.1994,13.8273,12.0935,13.3528,15.1668,12.6817,10.7917,10.2166,18.3456,12.7599,11.2735,14.324,11.9434,9.8591,12.4599,10.0842,15.731,12.6849,12.5848,8.4776,14.1251,12.4649,12.6226,12.9709,13.3279,11.5841,11.4582,16.5499,15.3309,17.6677,9.0811,10.961,12.389,6.8767,15.9285,15.1975,12.3425,9.599,14.4538,17.8306,13.6369,8.3818,8.0089,15.3932,9.2756,13.6434,13.756,9.873,14.2778,16.3184,7.5228,10.5786,9.5782,14.0334,5.7536,13.5437,15.7378,11.6025,10.8395,8.9127,12.4089,14.9417,9.2725,10.1949
"ADAMTS12",4.8604,5.6834,6.4878,6.7441,7.6391,7.0945,7.411,4.2519,6.5042,5.3843,8.9827,10.9112,7.1366,9.6836,5.8646,8.5977,6.0298,5.8248,8.6938,7.9786,4.1716,6.5563,7.0097,7.0256,5.7675,6.123,5.2444,5.5401,9.7068,9.1805,8.337,5.9889,4.3031,5.5913,5.6665,4.8496,8.9704,6.1095,5.0647,6.6737,7.7609,6.6972,4.0749,7.4141,6.9763,7.2924,4.0518,6.5097,3.9295,6.2917,8.3399,7.2017,5.8689,5.7496,9.867,8.1037,10.7239,7.1821,7.7997,7.7783,9.398,5.9838,8.7961,6.0177,8.8471,5.814,3.6965,5.9716,8.5653,6.2435,7.404,6.9761,7.3366,6.8267,6.4082,8.2301,8.7494,8.0822,5.5678,9.526,6.513,6.3248,7.2016,6.4577,7.6267,4.9031,7.6405
"ADAMTS14",6.6407,6.4402,7.7516,6.3638,8.8475,6.8501,3.0236,5.3542,6.869,4.9807,9.7171,10.9332,6.4447,9.3695,5.0974,7.9188,7.7489,5.399,7.0344,7.0581,6.4998,5.9101,9.6683,7.9717,4.6594,3.1968,7.2105,6.9736,7.9928,7.6955,7.5543,6.949,6.0944,4.5862,7.9037,4.9425,9.7375,6.0843,8.8636,7.7386,7.5284,7.1554,4.9024,9.5105,7.1582,5.375,5.8179,7.8862,5.45,7.5513,10.2249,7.3843,5.7283,5.1339,10.5116,7.1693,8.0727,8.3476,6.192,8.2672,7.6997,5.3589,9.2358,4.6014,10.7332,8.5575,6.7682,7.838,8.3187,6.2325,6.7397,4.7776,7.5731,5.8103,6.7164,10.4355,7.269,9.8768,2.7002,7.1857,5.7941,6.8628,7.0947,4.8456,3.5473,6.1799,6.6197
"ADAMTS15",7.5182,8.9786,7.3949,8.4802,10.5276,8.1135,10.3189,8.4848,8.7654,9.673,8.7887,7.1626,10.1009,8.3928,10.8887,9.5512,4.1686,8.5609,7.713,8.824,5.5243,9.0603,8.772,9.7516,10.3613,9.634,10.1181,9.2952,6.0051,8.9998,7.9216,8.1598,4.5792,9.3027,8.019,9.6601,8.5581,7.1198,8.1797,7.8402,4.3631,9.8566,7.1667,9.5152,9.9602,7.4954,0,8.9218,8.856,7.77,9.0308,7.4382,6.4789,11.599,7.3657,8.6597,7.7371,9.4143,9.2508,10.335,7.7557,10.4014,5.9844,8.8483,6.1548,7.8598,8.3774,7.2912,8.4969,9.5258,11.0374,10.0303,8.8306,10.122,8.4968,8.2084,8.7238,10.2357,9.1849,8.055,8.1666,9.7574,8.4997,9.6486,9.2653,1.7698,10.2537
"ADAMTS1",7.2208,11.9737,9.7547,9.6724,9.7881,11.8675,7.74,10.1983,11.3751,8.8923,8.3806,11.961,9.3438,11.6008,10.5361,12.2449,9.086,8.8695,11.6257,8.9683,11.8216,8.8507,12.5731,11.2807,9.1867,7.9364,9.5093,10.9402,13.4157,10.3761,13.6023,10.573,8.2494,6.8249,8.7991,9.9022,10.8922,8.1,10.6242,10.0836,8.6304,11.3715,9.2347,9.4339,12.0838,6.9144,9.3997,10.5255,10.2922,7.6351,12.0228,12.3257,8.2736,11.0211,12.3093,10.6868,9.4573,13.0178,9.8588,10.792,11.2983,13.1834,12.8271,10.9379,9.1901,10.2553,9.3001,12.5285,9.352,11.5148,11.6498,9.0122,9.3844,9.7698,12.591,11.0513,12.0724,12.5876,8.814,12.9639,9.2138,9.7042,9.4352,8.0591,10.7059,12.1217,8.7444
"ADAMTS4",5.8354,7.8974,7.8037,9.2386,7.9393,10.6112,4.5354,6.4189,10.6086,7.5684,11.9034,12.1597,8.1509,12.3327,8.1328,9.4364,7.3724,4.9695,9.6435,8.2336,13.4204,7.5908,12.6192,7.6412,6.9215,5.6227,7.8824,9.3796,10.5503,9.8239,9.2559,9.6039,7.563,6.3534,7.9954,6.5633,10.2155,7.8468,9.3724,9.7319,9.5121,10.148,6.8009,8.7138,8.2473,5.1146,7.4936,9.5853,6.2655,7.0125,10.7464,10.8268,7.3679,7.8482,12.2834,8.9864,9.63,13.0513,10.1919,10.0846,9.8681,13.7548,12.2374,9.0005,9.871,7.1923,6.9555,7.395,10.1114,7.3453,9.0783,6.3723,7.9408,6.2601,7.4324,10.9045,12.142,9.3925,5.4915,8.3846,8.6464,7.6947,10.4105,7.3842,6.9491,4.9413,7.6405
"ADAMTS5",4.9197,7.064,9.0439,8.5513,8.1975,9.9912,5.1324,8.4886,10.9976,4.956,7.1533,9.6512,8.092,11.1997,9.9316,7.1627,7.7385,4.5628,10.5606,6.2338,4.6212,8.9589,10.1518,11.8916,3.8731,2.4478,5.6399,7.5726,11.6686,8.9658,11.7277,10.0858,5.4605,3.6223,9.7135,8.6026,7.2126,6.0759,8.0265,7.4223,9.6779,7.0892,5.7713,7.826,10.3088,3.816,6.8918,8.9421,8.4986,5.6776,9.8851,10.9384,7.4411,10.0414,10.9776,10.9189,7.2693,7.6683,4.665,10.037,10.7953,7.3412,10.6932,5.9689,9.0112,10.8346,10.2216,9.2412,6.6868,8.5567,9.825,5.5159,9.4735,7.3413,11.9182,9.4688,8.8944,10.0641,5.1128,11.1709,7.6747,4.7029,8.0879,4.8683,3.2327,5.4719,8.8663
"ADAMTS8",7.3177,6.8077,5.4856,4.6364,9.0419,1.9177,7.0929,6.7972,3.3574,6.9079,3.8355,3.0395,6.4083,1.8745,5.491,7.4791,3.8969,8.3348,0.4651,3.3556,10.9086,6.263,6.9831,6.0232,8.5165,7.3739,4.4458,5.1657,3.2663,6.2291,3.1643,1.983,6.2862,8.2207,2.7581,8.9879,0.4759,3.226,8.6393,7.3615,0,4.7111,2.3775,3.1889,3.8741,9.0998,4.2617,2.8884,6.2269,8.6883,3.3527,7.1542,3.262,7.3583,7.4079,4.2713,6.308,5.4519,7.8188,7.3555,4.5577,7.8754,4.4727,3.0578,6.7719,4.9541,3.2481,3.0892,8.5834,6.3592,6.5233,8.2155,8.2581,7.8372,7.2239,6.436,4.7082,3.8967,6.4352,5.3137,6.078,2.1947,9.0829,6.7598,9.2281,7.2709,5.7608
"ADAMTS9",7.3122,6.2182,9.5182,7.9226,6.789,8.3972,8.5661,9.596,8.5394,7.8986,11.129,11.0335,7.314,10.4394,7.2169,8.9782,9.2028,8.8053,8.2414,7.9049,11.4374,5.1551,10.5814,5.5065,8.0681,6.3102,6.6329,9.5158,8.5508,11.3332,7.3655,6.7977,5.6319,6.9756,7.8588,9.3888,9.3821,5.8457,10.4137,7.6223,8.2885,9.2365,8.5233,10.3268,6.9726,6.2316,6.2041,9.6458,8.3506,8.7006,9.6645,9.5158,9.0662,5.737,11.6093,7.1634,7.4471,11.191,7.4059,8.4338,7.5887,12.0202,10.4155,11.1316,9.2514,6.3768,6.8919,6.6896,9.3426,7.288,7.7415,7.7848,8.9259,5.381,11.9526,10.1468,10.6381,7.9283,6.3728,8.1503,7.7745,6.6544,10.7267,7.4829,9.9394,7.9981,7.8694
"ADAMTSL1",6.8534,6.1417,7.3286,7.4303,9.4576,6.9453,6.8219,5.4824,7.9606,7.937,6.0826,10.5621,7.6064,9.1227,6.2798,7.6324,7.0129,6.8967,9.1892,6.6704,5.4172,6.3864,8.7406,6.8582,8.2023,6.1076,5.7132,7.22,9.8458,6.6208,7.1694,6.92,6.4781,5.6818,7.4251,6.6759,7.2903,5.9515,6.7995,7.1378,8.2664,7.3448,5.956,8.1773,7.5222,4.7638,4.5011,6.7797,6.3519,5.5742,9.1986,7.4115,5.8464,7.1977,10.595,8.7983,13.3566,8.4861,6.9231,8.2806,8.9953,7.8784,8.5519,7.3106,9.5957,6.8011,6.0482,7.2912,8.6593,8.167,7.2433,7.8314,9.2462,5.5069,10.2702,8.9624,8.4436,8.3497,5.9132,7.7701,6.1467,7.9272,11.6287,5.866,6.3363,7.7835,6.2664
"ADAMTSL2",7.1789,6.3823,7.8981,6.1626,7.6064,6.7167,3.3382,9.0296,8.6971,4.489,7.7919,8.1018,7.3238,10.3059,8.1036,9.253,8.947,7.9179,7.5322,6.0689,9.1475,5.3057,9.5003,6.5482,6.8616,6.2268,6.2648,8.1301,7.534,10.8465,6.3633,6.823,6.9525,6.0047,6.6371,8.8096,8.0802,7.1923,7.9337,10.2457,8.72,6.7248,3.8601,7.2427,7.5068,7.9635,9.4071,6.5241,5.1528,7.8311,9.0709,9.3314,8.5819,6.0331,9.0468,7.6228,8.1982,7.5507,6.2961,7.4965,10.2946,4.739,8.7374,5.2987,10.6365,7.2974,5.2538,7.8615,8.859,7.4052,6.064,6.4305,9.0217,4.9555,7.8453,9.233,7.8533,6.3662,6.155,7.0647,6.4838,6.6415,10.8291,7.4306,5.8069,10.0799,8.6164
"ADAMTSL3",7.5654,8.0996,8.3544,7.8112,9.409,5.3512,7.5578,6.4816,9.4924,10.1188,11.1581,7.9626,9.0545,9.2566,6.8199,6.8265,6.8551,7.6452,4.9741,6.1537,8.4015,8.3389,6.4734,8.5239,10.5658,8.5158,6.1742,7.1439,6.4933,7.3306,5.6692,7.5204,5.7105,8.1211,7.1443,11.1686,5.7165,8.1188,6.8944,6.5771,4.6019,5.6945,7.0897,7.0892,7.742,9.2282,0.8998,7.2819,8.0335,7.4379,8.3602,8.9025,8.0894,7.8628,9.6146,10.0451,9.1274,6.4186,7.844,9.0054,9.4178,8.1128,7.7378,6.1374,8.9722,4.6254,4.7281,5.5514,9.2026,8.7483,8.2746,10.8833,10.9901,9.8009,9.7014,7.5229,7.3699,6.9992,5.1128,8.2665,6.4419,10.294,11.0759,8.2371,9.0093,7.4407,9.4817
