"attrib_name","TCGA.3H.AB3K","TCGA.3H.AB3L","TCGA.3H.AB3M","TCGA.3H.AB3O","TCGA.3H.AB3S","TCGA.3H.AB3T","TCGA.3H.AB3U","TCGA.3H.AB3X","TCGA.3U.A98D","TCGA.3U.A98E","TCGA.3U.A98F","TCGA.3U.A98G","TCGA.3U.A98H","TCGA.3U.A98I","TCGA.3U.A98J","TCGA.LK.A4NW","TCGA.LK.A4NY","TCGA.LK.A4NZ","TCGA.LK.A4O0","TCGA.LK.A4O2","TCGA.LK.A4O4","TCGA.LK.A4O5","TCGA.LK.A4O6","TCGA.LK.A4O7","TCGA.MQ.A4KX","TCGA.MQ.A4LC","TCGA.MQ.A4LI","TCGA.MQ.A4LJ","TCGA.MQ.A4LM","TCGA.MQ.A4LP","TCGA.MQ.A4LV","TCGA.MQ.A6BL","TCGA.MQ.A6BN","TCGA.MQ.A6BQ","TCGA.MQ.A6BR","TCGA.MQ.A6BS","TCGA.NQ.A57I","TCGA.NQ.A638","TCGA.SC.A6LM","TCGA.SC.A6LN","TCGA.SC.A6LP","TCGA.SC.A6LQ","TCGA.SC.A6LR","TCGA.SC.AA5Z","TCGA.SH.A7BC","TCGA.SH.A7BD","TCGA.SH.A7BH","TCGA.SH.A9CT","TCGA.SH.A9CU","TCGA.TS.A7OU","TCGA.TS.A7OY","TCGA.TS.A7OZ","TCGA.TS.A7P0","TCGA.TS.A7P1","TCGA.TS.A7P3","TCGA.TS.A7P6","TCGA.TS.A7P7","TCGA.TS.A7P8","TCGA.TS.A7PB","TCGA.TS.A8AF","TCGA.TS.A8AI","TCGA.TS.A8AS","TCGA.TS.A8AV","TCGA.TS.A8AY","TCGA.UD.AABY","TCGA.UD.AABZ","TCGA.UD.AAC1","TCGA.UD.AAC4","TCGA.UD.AAC5","TCGA.UD.AAC6","TCGA.UD.AAC7","TCGA.UT.A88C","TCGA.UT.A88D","TCGA.UT.A88E","TCGA.UT.A88G","TCGA.UT.A97Y","TCGA.XT.AASU","TCGA.YS.A95B","TCGA.YS.A95C","TCGA.YS.AA4M","TCGA.ZN.A9VO","TCGA.ZN.A9VP","TCGA.ZN.A9VQ","TCGA.ZN.A9VS","TCGA.ZN.A9VU","TCGA.ZN.A9VV","TCGA.ZN.A9VW"
"LOC100130872",8.4069,3.6473,6.5414,7.0449,4.5121,3.4837,6.7007,3.9309,6.6204,4.1831,4.245,6.5899,6.6296,4.8357,6.2018,6.9918,7.3768,7.4573,5.2727,4.3371,5.3214,7.7785,7.8409,5.0891,5.8551,7.4555,4.0067,7.6872,3.779,7.8527,6.8873,5.5324,8.7457,6.0307,3.7065,6.2268,6.4097,3.2861,6.7995,6.7067,6.8158,4.1206,3.0807,5.55,4.7387,9.7179,10.0307,6.4656,7.1704,8.1457,6.3754,7.1216,5.3505,6.9475,6.9818,5.4439,4.1724,5.1422,8.023,7.9508,6.8744,5.3933,6.7932,4.5224,8.9858,7.8793,2.8673,6.5031,7.4181,7.1835,2.964,8.097,7.78,2.2634,8.0037,6.4637,6.3647,4.068,7.1386,5.0925,8.4047,6.0987,8.2978,5.4667,6.4159,8.5706,5.212
"LOC150622",7.424,8.1241,9.9872,4.6078,9.3771,0.9456,9.1826,7.1507,7.5724,9.5328,6.5109,2.2051,9.4448,6.1898,8.7396,8.8268,9.2153,9.9342,4.8271,7.3307,3.1189,9.2214,9.464,11.0132,9.1312,9.0911,7.6815,9.9419,0,6.2199,7.6357,2.8872,9.134,9.223,9.8261,9.7633,0,9.0121,9.9405,8.7839,1.0415,7.601,8.8405,8.2056,9.0265,9.297,0,7.1854,10.4262,8.735,7.6509,10.4425,9.054,7.9279,8.4896,7.1575,3.2502,9.0758,8.7236,10.2252,9.1874,7.9948,2.9051,9.9434,9.3257,9.0345,9.3469,7.6228,9.1292,8.4253,6.1442,9.753,8.4791,8.4064,11.0261,7.8581,6.4788,9.9048,9.2602,6.1471,8.1574,9.835,7.5187,10.0028,9.9798,9.2315,0
"LOC162632",9.2135,7.6659,7.0792,6.0183,10.0426,5.6594,5.1647,5.5859,5.595,6.0656,4.7841,9.3776,6.2323,9.097,5.7118,7.5593,8.3161,6.097,8.7482,5.5714,8.3682,7.1611,10.0846,10.4823,8.5053,6.2052,9.6331,7.2314,8.2968,8.3067,5.974,7.7853,5.3666,9.2229,5.6813,3.8987,6.3346,8.2015,9.6168,8.1375,8.3571,4.1534,5.908,6.9203,9.1249,5.0884,7.3402,9.2015,6.6727,9.1859,8.556,9.1862,10.1113,6.1572,10.0588,5.4633,5.7355,9.6641,9.7406,8.819,8.9419,8.4666,6.237,3.6596,10.6336,6.6952,8.3096,5.9075,5.1398,9.3291,9.5532,8.9069,10.0127,5.0076,10.4504,6.6759,8.4262,9.4376,9.8477,9.3064,7.4992,10.0357,7.4189,8.2837,5.674,8.8497,9.3193
"LOC220594",5.0844,7.1118,8.0663,7.7987,4.1586,6.8875,3.3936,7.2714,4.9506,8.1249,3.7656,3.7309,7.9659,3.6503,3.6736,3.3064,9.2555,7.7172,7.2576,5.4247,5.7765,8.6538,8.4404,9.1049,6.7543,7.9684,3.3725,6.484,4.0532,9.0032,6.9764,4.188,6.0944,2.8565,4.5886,3.0352,4.5496,4.0461,3.2717,3.0154,7.158,5.3571,7.215,6.0329,3.9671,6.1453,0.8998,4.4622,6.9975,3.0152,3.9768,4.5635,7.8145,7.372,3.7913,3.1175,2.2404,7.9195,2.9932,7.2589,4.9283,4.6338,7.8599,3.7548,4.6304,8.5331,8.1031,5.1209,5.2553,3.3508,3.5915,7.4014,8.3936,4.0518,4.6248,7.3871,6.8981,4.8093,4.2264,4.1341,7.3377,3.5526,9.0963,4.306,5.211,2.8928,7.5808
"LOC255167",7.203,7.4496,8.319,4.3905,8.5174,9.5376,9.2395,8.6076,7.9574,9.361,9.925,5.6261,5.6827,8.2818,7.3082,9.7851,8.359,7.0622,8.7446,6.7269,2.8156,8.772,8.232,8.9174,7.3448,8.6093,9.2019,9.5726,6.0234,8.5758,7.0421,5.7979,4.2514,7.7806,9.7261,10.0209,1.9013,9.4351,8.7791,8.6563,9.2352,6.8197,10.4734,5.6766,8.6196,6.5899,4.7064,8.747,10.4375,8.7938,6.5628,7.8168,9.1035,7.325,7.3167,7.7108,5.1749,8.9781,6.2592,8.4843,7.6517,7.1833,3.2712,9.0911,8.3101,7.9033,9.7964,5.4722,6.9008,8.7827,7.2634,7.4292,9.5564,8.2531,9.0556,7.8335,4.7082,6.7948,9.8338,6.2655,10.5944,9.5293,8.619,7.7348,8.3348,9.7559,11.6005
"LOC283174",7.424,7.8922,8.1199,5.8579,8.9039,4.6214,8.4854,8.1113,8.5309,6.3948,7.6727,3.8073,7.8828,7.3068,7.202,6.5535,8.1631,7.381,5.1697,6.2618,5.5751,7.6923,8.1665,9.7191,6.9919,7.4616,7.5596,8.875,3.9029,7.9169,5.558,4.978,6.0497,6.2756,8.5516,8.065,8.531,8.6226,7.7465,8.7668,4.0309,6.2361,8.1451,8.0401,8.9659,7.9344,10.0696,7.4908,8.8219,5.9906,6.9758,6.0821,9.3474,5.5909,5.8398,6.2815,8.1956,8.7786,7.71,9.2821,6.8433,6.6561,5.4683,9.5999,7.5983,8.3911,8.2384,6.1517,6.4961,8.5142,8.0243,8.8296,8.8306,8.0549,10.6554,8.0621,6.8421,10.0094,7.0214,6.0092,6.8143,10.113,6.9456,4.9125,5.6621,5.7339,3.386
"LOC339524",6.2749,8.2584,6.8414,9.2674,4.6889,4.7516,8.2239,7.7306,4.0685,5.8138,3.5589,6.2363,4.8113,8.6507,9.6284,6.5739,7.915,5.766,5.502,4.8619,6.543,4.6161,7.5523,9.3843,7.1582,5.9776,9.5324,6.4065,5.6979,3.8922,3.4117,5.4856,5.158,5.7461,9.2315,4.7757,5.0121,8.2844,4.8103,7.0835,5.0023,5.9677,8.8666,7.1653,10.2981,3.7507,3.9744,7.3113,5.8901,3.9039,8.6978,5.8432,8.0432,4.1465,7.2085,8.8727,5.4224,7.2355,4.5472,4.9887,4.3455,7.4553,7.4357,7.5377,6.0891,3.0188,5.2538,7.0627,4.2121,4.9764,8.3706,6.9162,7.1149,11.4238,7.0639,6.2471,7.3629,8.1143,7.8803,5.7524,5.726,5.0363,4.6397,5.4353,7.8849,3.2982,3.0005
"LOC339535",7.5182,7.545,7.9995,5.9743,7.4799,6.6045,9.3731,8.882,7.4431,6.1333,7.0208,6.8009,7.4676,7.6701,8.2096,7.8342,8.2535,6.6393,7.6543,6.2549,1.0692,3.1442,7.4263,8.642,7.7652,8.4847,6.6702,8.3605,7.967,7.8257,7.3765,7.3481,5.803,8.2852,7.9564,8.9728,5.673,7.2612,8.1415,7.1426,6.976,9.678,8.1941,6.8171,7.9518,5.1403,1.4497,8.0168,8.2255,7.1805,6.6841,8.3627,7.4671,7.4265,8.0677,8.4971,8.0204,7.6927,2.6939,6.5557,8.4214,6.7251,4.0883,8.4103,7.6062,6.155,6.3111,7.7624,8.2797,3.4299,7.9066,7.8922,7.1327,7.9546,7.8372,7.5446,7.1962,6.7452,8.9785,7.8096,7.4757,8.7553,7.0221,8.0517,8.7539,7.4205,6.8385
"LOC654433",10.048,10.3084,10.5882,10.364,10.3162,8.5874,7.1811,11.2533,6.8002,10.4332,3.2016,8.0711,6.0202,5.0444,5.3169,6.1184,11.728,9.1163,8.3839,9.8661,6.1665,11.3595,10.2837,8.5742,6.5939,3.6452,10.8259,9.6455,9.8383,9.5961,11.1179,8.3763,7.231,10.2463,10.6515,7.5006,9.5555,11.8114,6.2334,9.2257,8.9572,9.9527,10.3811,7.7,9.4237,6.6176,9.6457,10.5536,11.8099,10.4292,8.1794,4.8485,10.9999,5.58,7.6495,7.6998,10.37,9.8463,6.427,9.0888,7.2382,11.1039,8.5478,10.6968,9.7058,7.8118,11.9354,9.2062,4.9918,9.7473,10.2071,7.1333,9.5917,10.5977,6.223,7.5956,10.1839,11.0276,10.5276,9.7922,10.028,11.6031,10.1462,4.8362,9.4322,8.4427,9.6201
"LOC84740",7.0019,9.591,5.704,4.2942,4.6392,8.3057,9.3229,11.3382,6.5017,3.1824,10.3077,4.8341,5.4744,11.4425,11.9181,5.3296,12.2747,11.1272,5.7102,7.7851,4.3906,9.8343,9.2389,11.2868,4.8517,5.1117,11.3994,11.0954,10.2442,10.41,9.3868,3.4421,11.1146,8.5418,11.0418,9.845,11.0513,9.2944,9.5076,10.1345,1.3745,8.931,6.2749,10.9687,10.554,8.757,0.9065,11.4527,10.6513,12.1735,10.1924,7.2203,11.753,5.8911,10.2286,10.6932,5.3633,11.7263,7.6038,11.0759,10.6503,3.6913,4.9144,11.9936,10.6425,12.45,10.4017,10.588,11.0499,6.0381,3.743,5.5233,8.5963,11.3098,9.9029,5.6249,10.9231,11.341,7.7092,4.8584,5.5751,12.2983,12.0391,5.9918,6.1555,11.9285,10.384
"LOC84856",4.4417,6.6138,8.1605,9.1161,9.3144,10.959,8.302,7.4064,7.6526,1.8805,8.1018,8.0942,10.5036,6.8315,8.7854,5.9626,8.7814,10.3126,10.2029,4.0459,5.2188,1.397,8.4708,9.1712,9.1046,2.2367,8.0615,7.7196,8.8156,3.6393,10.0221,8.3589,11.5177,7.6409,9.665,7.1747,6.1166,5.9972,8.3328,8.9336,7.5931,8.3314,7.8654,10.4828,8.2426,11.4278,8.3357,9.736,9.1126,9.9911,8.9117,8.9404,8.999,8.4085,9.0976,8.7236,6.7258,7.9082,8.9333,7.5193,3.5532,8.3301,7.8092,8.5143,7.336,4.6708,8.8546,8.7535,4.6387,8.6193,6.8124,8.4428,7.3469,9.2326,7.3886,8.1154,7.8231,8.056,9.1372,3.7133,11.4831,8.6802,6.0267,4.081,7.7185,9.4478,1.2634
"LOC96610",11.6895,13.1934,10.7153,15.0157,11.5394,15.2919,11.7127,16.4936,8.4109,16.1538,10.8866,11.6013,17.177,9.6409,14.3927,12.9435,12.2117,17.5175,14.4771,9.9573,15.3831,12.6833,12.1754,12.7312,11.9908,12.3122,12.4666,13.4646,11.3035,9.8691,9.3761,18.3572,11.0688,10.8617,14.4097,11.3212,8.4584,9.6544,9.9514,14.5546,11.4055,11.5098,8.6305,13.2208,11.8773,12.0243,12.7863,12.522,10.5996,10.1549,14.5969,14.1114,16.2883,9.3686,9.9349,11.0284,8.4334,13.5658,14.7487,12.4096,9.8159,13.3986,16.1276,13.1155,8.8492,7.1544,14.0774,9.0255,13.0267,12.2157,9.8646,12.7783,15.2054,8.7322,9.3704,9.6283,13.4318,8.5213,13.1624,15.0621,10.6883,10.3042,8.3848,11.5517,14.619,8.0752,9.8137
"LONRF2",8.2482,7.1138,9.2269,2.7752,8.8737,2.0844,8.311,9.4596,8.1354,7.0664,7.8345,4.7549,6.6685,8.21,8.1116,7.573,10.221,7.6288,5.4209,6.3624,8.4856,8.5968,9.4815,9.0105,6.3603,6.9873,8.8225,10.3312,2.6638,8.8995,5.4236,4.0231,5.873,7.6799,7.9715,10.3533,3.9504,8.1952,10.1005,9.5692,2.5267,8.5928,7.3916,7.7734,8.6255,6.313,7.1422,9.3344,9.8702,6.9724,7.5587,8.7079,9.7025,6.6038,8.6454,5.4242,7.3563,7.923,6.9465,10.0376,7.5671,9.2759,4.9065,10.1023,10.4094,9.4192,7.946,8.2376,10.2557,8.2754,7.2473,7.6565,9.6524,8.0487,8.9478,10.0806,5.9273,10.2812,8.6742,7.1897,6.8096,10.3842,11.6247,7.9412,9.7153,9.4983,5.4031
"LOXL2",9.0553,11.0811,11.3936,12.2947,11.1497,13.5129,9.1148,7.6637,11.7245,6.175,11.4519,14.2133,10.0877,12.5441,8.5176,12.83,9.9544,8.4695,12.7319,12.0535,10.18,12.0578,11.3194,11.9407,7.3448,6.21,9.8282,9.6994,14.1524,11.5897,13.7937,11.976,10.3458,8.1187,10.4909,8.9278,13.0768,10.1879,11.2715,11.6042,12.7456,10.0625,8.6255,11.4483,12.3238,9.4973,10.2103,10.7393,8.9927,9.2092,12.017,10.3072,10.4864,12.1555,12.2366,11.6748,9.6192,10.4699,9.7322,11.365,13.3446,8.7062,12.6856,9.3015,13.3209,9.9012,10.8257,10.1816,10.5102,9.733,13.958,8.4786,11.3522,11.0635,11.1174,12.4822,13.612,13.229,6.7186,13.5109,9.3741,9.7782,12.2035,7.9985,8.6285,8.5241,14.6072
"LPHN2",9.8396,11.403,10.806,9.4106,8.4637,10.4629,6.2976,10.6529,10.5569,8.2884,9.8573,11.1504,10.8468,12.3,12.1995,10.9083,12.1234,10.7602,10.7646,10.4108,10.5769,9.9489,10.1588,11.4267,8.4335,10.0514,10.694,9.8484,10.2102,10.5186,9.1598,7.2442,4.947,6.6284,7.599,7.6027,11.5233,10.1091,10.8739,8.8489,9.1356,11.3749,10.5606,8.9056,12.1536,9.7693,5.4689,10.9432,10.354,10.73,10.0727,10.0544,11.8193,9.3568,11.1129,9.787,10.8247,9.4851,10.0711,9.3,11.046,10.0211,10.426,10.6081,9.6211,10.1237,8.3609,11.2813,10.1395,12.5251,11.2799,10.4521,8.8595,5.8298,11.4006,10.9337,11.2993,10.3279,10.433,9.2413,7.7205,10.4437,11.7747,11.6985,6.4666,11.686,10.9067
"LPHN3",6.1645,8.6828,3.7098,3.6658,8.2688,4.3861,8.4017,4.6839,7.1096,8.5232,10.1529,5.2956,6.6058,7.1531,4.2004,9.6834,5.2304,5.9568,7.5817,7.0541,6.9283,5.4636,6.2975,6.3242,11.1089,10.0301,2.8556,4.3326,7.185,6.5709,4.3422,1.3084,9.682,4.6548,4.6197,6.9241,9.5829,3.9379,12.117,3.5686,5.9631,10.3507,4.4582,4.8903,4.4689,9.1763,2.4139,4.432,4.7422,10.2969,4.1738,8.3954,1.4901,11.311,7.8593,2.659,9.1192,8.0174,10.1273,7.6279,9.5014,10.7747,4.2281,4.2557,9.4595,5.6422,2.3486,5.1209,7.2164,5.4063,4.7285,10.895,6.1778,1.714,7.8879,4.9111,7.9999,3.0242,6.4352,9.955,2.8514,6.6985,11.0041,11.7484,11.5257,7.4801,9.1006
"LPL",10.2597,6.0974,4.5175,6.4141,5.5581,5.7491,9.1437,6.7786,6.2801,5.2484,4.8442,7.8809,5.4343,8.2777,5.7182,8.2927,5.3261,7.4647,7.8993,5.2874,13.0797,7.7785,8.6894,5.8401,5.2966,3.9525,4.8089,5.0219,6.8877,4.2225,3.931,5.9776,5.803,5.5913,5.3882,4.9869,6.1879,5.2482,6.8409,6.4503,5.9259,4.6889,10.2563,6.9897,7.0204,4.4303,11.8173,9.0368,4.3207,6.0302,9.8603,8.4861,5.1072,4.3664,7.638,6.5505,6.4288,8.9537,6.5237,7.125,6.2646,10.9286,8.3581,7.3943,8.1583,4.374,4.5841,4.5307,5.0623,8.2592,6.1442,7.9946,9.4392,5.0904,7.6856,6.6916,8.8123,5.0573,6.3621,7.7834,5.1887,7.0834,6.4777,4.8226,2.8297,4.8638,5.5068
"LPPR3",6.2709,4.4545,8.7304,5.1923,7.3631,4.98,3.8552,4.6016,4.1592,7.5766,8.27,1.9593,7.0151,2.4448,5.3713,6.5873,7.4208,8.0835,4.6196,7.2835,4.6842,5.2817,9.4815,7.1385,3.1641,6.822,5.3946,6.1712,8.5649,7.5633,7.3946,3.0674,6.0497,5.2504,2.3765,7.3376,3.7554,1.7603,8.5421,9.2878,4.0768,6.2361,0,0.9673,2.3865,6.7149,7.7119,4.2003,3.9923,6.1904,2.0791,9.4186,6.2749,8.8333,6.8655,4.7543,4.5455,6.4353,6.8871,5.079,7.6021,5.0064,1.2004,2.4088,9.4121,4.4279,2.9283,4.2749,8.1345,4.5144,5.1815,7.1722,7.1562,0.8157,9.8277,7.0795,8.1453,6.6186,6.3296,6.3957,0,0,9.7226,3.2697,3.2327,6.4687,6.8163
"LPPR4",3.2535,6.6011,3.6675,5.6356,5.1781,5.9677,4.2043,6.6411,7.71,3.4844,6.3614,9.0469,5.47,8.4852,5.8897,6.7864,3.9459,4.5902,3.6771,5.3409,4.4139,2.5609,7.2956,4.4731,5.5971,3.4134,3.4431,5.3273,5.7205,9.3494,4.1849,4.811,1.917,3.7945,5.3141,5.3344,6.1247,5.4717,5.6816,4.8749,5.6193,8.0753,4.4582,7.8015,5.2137,5.8813,7.0789,5.4444,6.6338,9.4694,7.2536,7.6499,2.9606,4.8364,9.1957,5.4825,4.8682,7.0904,4.0371,5.2902,5.8823,5.7387,7.5239,3.8868,6.4876,3.85,3.9527,2.4827,6.2158,5.4825,4.0645,8.1171,7.0284,3.2843,4.5472,8.1212,6.6998,4.2781,5.3256,6.4231,4.0951,5.8529,0.3694,5.1529,3.6822,2.5411,2.936
"LRCH2",3.6537,2.276,8.54,4.6364,4.4804,3.5422,3.6428,8.4102,4.5086,2.9952,8.8812,7.2197,4.7832,7.3468,4.962,5.2273,7.1758,5.489,3.3404,3.7614,6.1217,4.3875,6.5111,4.8651,5.071,3.1372,7.5988,4.5048,4.3136,8.2557,4.1849,6.2444,2.8573,2.2933,3.8179,3.4695,6.0754,2.626,7.9962,8.6897,1.8663,4.6663,2.3775,5.1452,4.4476,2.8541,5.5242,7.3563,7.355,4.5506,4.8633,9.0729,7.5668,4.6067,7.6424,5.3634,7.5366,7.9377,5.08,5.0964,5.735,4.8421,6.7241,6.0742,7.2181,4.6254,5.3571,3.2241,5.2752,5.1025,3.9501,5.2019,5.4465,2.1444,8.8992,6.3196,5.9461,6.0762,4.0245,5.1262,3.9661,4.0577,7.1161,3.1267,3.6386,6.9625,3.7661
"LRG1",4.4817,8.0116,7.0449,6.4305,4.7163,4.9587,6.8568,4.657,6.728,8.2859,6.8408,5.7667,9.3048,4.6943,6.1816,5.0056,7.9752,9.9627,4.5971,6.2338,10.5364,5.4312,6.2537,10.6136,6.8987,5.787,7.8207,4.5315,4.1228,7.2694,5.3365,4.4701,9.5559,7.6211,10.3358,6.8177,5.5699,6.8331,6.2924,6.1383,7.8094,7.6362,4.3303,9.9695,8.0683,6.5992,7.793,9.8796,9.7863,8.7489,5.2427,5.7506,8.6419,7.6205,5.3051,4.7224,3.474,6.8565,9.7125,8.5266,10.1906,7.9319,6.62,7.508,4.2844,7.7156,9.4557,8.7743,5.7443,3.7711,3.7366,7.447,5.2854,11.0359,6.8676,6.5863,5.0584,3.7023,6.7208,6.2502,8.0639,10.2321,7.5925,8.303,6.4666,5.335,4.3404
"LRP2",13.6001,10.819,12.0237,8.4564,12.2872,3.9405,13.9521,13.2384,11.8166,11.4947,9.5468,3.8799,10.8498,6.3556,9.249,12.8853,11.8033,13.8183,2.9004,9.0848,10.5571,10.8432,13.2556,14.0705,12.6405,13.2832,7.7939,13.6948,3.1376,11.8634,10.428,4.9553,12.5658,13.6156,11.8631,13.4848,2.2951,9.4687,6.3122,12.4303,3.4665,13.4186,10.0331,11.1247,12.171,8.4118,2.8198,11.6623,11.9995,11.8514,9.6388,11.6094,11.007,10.9417,11.033,9.1913,3.0791,9.1318,10.2869,12.6091,12.6179,11.7498,6.4304,13.5574,8.2184,12.9437,10.6289,10.7977,11.4714,12.1007,9.2341,13.0289,9.463,7.3514,13.4111,11.3245,6.517,13.5358,12.7151,9.603,11.6124,10.0041,8.3018,13.1822,15.1169,9.924,4.237
"LRP4",9.1592,7.2814,5.3849,3.7663,6.8272,3.9353,8.1268,7.422,6.8271,4.0839,6.1155,6.8194,6.1869,8.1428,4.0303,6.2642,5.58,4.7923,4.884,5.6154,8.6948,4.4905,6.3401,6.2936,5.8257,4.7842,4.0971,5.1827,4.6133,5.9988,5.8937,2.6812,4.8806,8.7613,6.3279,10.2642,7.0665,5.3361,5.3966,7.319,4.2473,5.6143,9.5774,5.1057,6.039,6.0985,4.5011,6.7677,6.7198,5.5903,5.6733,7.5986,4.9682,4.7885,8.2017,6.258,8.5611,8.2845,4.9698,6.9909,7.0401,4.5692,5.007,4.901,7.8947,4.6254,2.5167,8.698,7.4001,5.196,5.0763,5.4461,8.6926,8.1979,7.7893,7.38,5.6653,6.1769,5.3474,5.7616,4.4249,4.7029,9.3369,4.362,3.8417,5.644,4.0666
"LRRC15",9.2016,7.1489,7.7666,6.7957,10.887,8.0059,2.06,6.4348,11.595,0.6196,1.3572,11.2934,10.5025,10.8636,8.0208,6.4836,5.2694,7.3413,6.2248,5.9532,7.7491,8.934,8.4418,10.2615,7.5917,3.3092,5.6697,7.4304,10.6347,5.9234,8.7293,6.8417,8.7711,4.9195,9.8816,5.4015,6.5182,9.445,6.5136,10.083,7.1365,5.044,7.7325,8.5228,10.0782,6.6267,7.9528,9.4884,3.3911,11.6472,12.0034,9.5875,7.9246,6.2786,11.1303,9.4986,6.8374,6.0585,6.7605,9.469,10.9723,4.8909,10.1732,4.2879,13.3023,5.773,7.5427,8.4573,9.5994,6.8439,7.7783,5.6688,9.353,6.8073,5.4607,9.6424,10.1906,10.8469,3.5092,5.1262,3.9319,5.1472,6.046,5.406,3.0452,5.667,2.473
"LRRC17",5.7562,4.1764,5.8397,4.4236,8.6264,4.594,4.3793,5.1377,5.4409,6.3669,10.7779,7.4753,7.1477,5.1201,4.8385,7.094,6.978,6.3661,3.6771,3.595,2.5709,7.2192,6.9284,8.1909,5.737,4.6085,3.9593,6.3846,5.939,7.6652,3.2302,5.2067,6.2603,3.9113,6.2667,6.05,7.5041,3.5539,10.2322,7.1183,3.3213,4.935,5.2056,6.2746,7.024,4.8285,9.2333,6.42,4.3688,7.9461,5.0149,9.2358,5.7767,8.5768,8.4088,5.1155,5.4974,5.6929,7.5735,7.1993,6.7408,5.7387,6.8539,5.1664,10.8984,5.5235,3.1995,6.8495,4.9918,5.842,3.8258,7.0475,6.6443,4.5501,5.7417,8.0681,7.7871,10.3131,6.0257,4.7683,4.032,6.4702,9.8315,5.1712,5.0805,10.5995,4.673
"LRRC4B",7.542,7.7818,8.1586,4.986,5.0968,1.9177,6.0867,6.2847,3.2787,2.4036,10.422,4.1384,7.3336,3.7489,9.2294,6.1092,7.0803,7.2796,3.5423,7.6448,5.2399,5.1551,9.2182,10.8822,4.7838,4.4942,5.6549,8.5111,5.1492,4.8666,9.6469,4.3359,3.678,6.9302,3.0596,7.263,8.7246,3.5539,7.2681,10.5865,3.1599,6.1081,6.5513,3.8453,4.5908,3.9383,3.2717,4.0086,4.5043,4.5138,4.4722,9.3341,8.7565,5.9263,6.5448,5.7433,10.1761,6.2212,5.6789,7.8922,3.8323,2.4459,5.1545,5.2987,9.2476,8.5845,2.6673,4.1104,7.2318,4.0469,4.6079,4.732,9.2297,6.3502,9.0368,7.1264,8.2011,8.0041,6.1175,6.1635,6.2542,5.1472,10.7484,4.4547,3.9551,8.8893,2.8684
"LRRN1",8.7388,7.7621,6.0268,4.6078,9.0378,9.6009,8.1988,7.336,4.6715,9.0956,1.9005,8.0673,7.8011,7.3933,6.1086,5.2101,7.0357,7.7121,8.8351,7.755,4.3762,7.2902,8.0897,8.3812,8.1532,7.0493,6.2451,7.493,5.3513,7.7316,9.1048,4.0661,6.6966,6.4974,8.749,8.1624,6.8271,5.9881,9.7433,9.7916,3.8835,7.1513,5.5013,7.6587,8.9545,8.3078,5.1551,7.6893,7.3002,8.6293,7.9105,8.8832,4.589,8.5961,7.8631,7.8392,8.2471,8.6033,7.3142,9.8593,6.7115,7.4141,6.6514,8.4885,9.9064,8.0043,5.6473,9.2029,7.4881,6.5747,7.4184,9.0062,9.075,7.2862,10.6278,5.6178,9.6918,9.1258,8.381,10.9501,6.9527,9.1892,9.5847,1.4956,5.7871,8.1929,10.2718
"LRRN4",8.346,12.1832,10.6725,11.1245,11.4382,5.4765,12.2942,9.5318,10.0188,12.9655,9.3802,5.9464,11.153,10.553,11.7523,11.5836,10.7278,11.3217,5.7515,11.1129,9.5861,10.7131,10.1706,10.2819,12.3628,13.0133,11.8986,12.12,4.3431,11.3108,11.3886,5.3701,11.9956,11.0971,10.4337,11.3896,4.3603,11.6998,10.6078,10.2213,5.8485,12.1021,12.5297,13.3238,10.8941,11.8898,1.4497,9.9856,13.2167,11.5426,10.0077,11.6324,10.4042,12.3853,9.4913,11.4115,4.6098,11.6191,11.6616,11.8006,10.6337,11.8614,5.0453,9.3048,10.9983,10.447,11.9695,11.3661,10.8837,12.0103,11.1782,11.5812,10.9138,9.4027,12.4585,9.5103,9.1427,10.4881,11.6665,11.0747,12.4666,10.3048,8.9351,12.1333,12.7831,6.7529,8.8268
"LSAMP",6.2363,4.1764,8.2634,4.0939,6.2073,2.4932,7.3281,8.8227,6.6363,7.4272,7.9415,6.5007,6.7651,8.0833,9.9578,7.6612,7.8964,8.1517,2.825,4.8058,7.6501,5.3868,7.899,7.151,6.8137,7.6785,7.8306,9.5383,3.5453,6.9171,4.2813,2.5661,5.158,6.2163,5.4927,8.4486,7.6002,9.2035,5.1551,5.6339,2.978,7.0197,11.1346,9.3582,5.6567,5.7704,10.7333,10.492,10.9082,6.4364,7.3906,8.104,9.9943,3.6647,8.6276,9.0649,7.3978,10.1446,6.7203,7.8155,3.5965,7.8539,7.1504,9.9198,6.8131,4.9904,2.8037,6.3042,8.6893,5.8275,3.3721,7.8475,6.7329,8.5969,8.0277,5.48,5.6113,5.7535,8.608,6.803,8.8476,8.0121,5.9195,9.2766,9.4903,6.5698,2.473
